,text,Language,Language_index
246,"referi ne, jo chah gaj dur tha, apni donon hatheliyaan neeche kii ore karke bachaav paksh ko aaraam se dhar-pakad se nipatane kaa ishaara kiya.",hin,1
247,"punjab ke har shahar kii apni pasand he, jaise ki amritsar ke log vishesh rup se amritsari kulche, bharwaan parathen or doodh ke utpaada pasand karte hai.",hin,1
248,bi.es.i. ne is suchakank kaa upyog karte hue es. and pi. bi.es.i. sensex vaayada anubandhon kaa vyapaar karke 2000 main apana sanjaat bazaar kholaa he.,hin,1
249,"aaj jis prakaar se cricket khelaa jaataa he, uski utpatti england ke dakshin-uttari bhaag se hui he.",hin,1
250,wollyboul ek tej gati kaa khel he jo do dalon ke bich khelaa jaataa he jisamen prayek dal main chah khilaadi hote hai.,hin,1
251,agar tum aisa hi sochate ho to.,hin,1
252,"dembovski ne apni likhi or pehali baar 2001 main oxford uniwarsity press dwaara jari kii gai pustak ""teking da state tu da supreme court: public interest litigeshan and da public sphier in metropolitan india"", main is vishay ke bare main likhaa.",hin,1
253,main vahaan har duusari subah footbaal khilne jaataa hoon,hin,1
254,is avasar par samiti dwaara 12 agast 2022 ko ek raktadan shivi kaa bhi aayojan kiya gaya tha.,hin,1
255,donon bhaaiyon ek-duusare se bahut prem karte the.,hin,1
256,charge or fis kya hai?,hin,1
257,"chhandmayi katha kaalpanik yaa gaiyr-katha ho sakati he, or yah kai tarah ke vishyon ko cover kar sakati he.",hin,1
258,"apni antim saans tak, unhone misaal kaayam karke evam upadesh dekar maanavtaa kii seva kii.",hin,1
259,gufaaon kii deevaaron par sundar bhitti-chitra or prabhavakaari murtiyan hai jo gautam buddha ke jivan ke bare main bataati hai.,hin,1
260,bhagwaan kaa shukr he ki health insurance se kharch nikal gaye.,hin,1
261,krantiyon ke marmasparshi utsaah ko unamem antarnihit siddhant ke hitkaari athwa hanikaarak hone ke aadhaar par pavitra yaa apavitra mana jaataa he.,hin,1
262,lekin wo itane bhi mahange nahin hai jaisaa tum bataa rahe ho.,hin,1
263,aamtaur par charchaa ke liye teen din kaa samay aavantit kiya jaataa he.,hin,1
264,"usne bi.bi.el.ai.el. ke saath ek samjhauta kiya jisaki avadhi 21 march, 1997 main samaapt ho gai.",hin,1
265,main main campus main wet karuungi jo entrens ke bilkul paas he.,hin,1
266,"jis samay vaahan gati main he us samay achaanak brake lagane, chalati gaadi main gati-parivartan karne yaa durghatana kii dasha main ek aniyantrit si.aar.es. vaahan ke aantarik bhaag main ghus saktaa he.",hin,1
267,haalanki us samay italy main virgo interpherometer kaam nahin kar rahaa tha or ji.i.o.600 ejineering mod main tha tathaa vah itnaa sugrahi bhi nahin he jiske kaaran usase sanket kii pushti nahin kii ja saki.,hin,1
268,"jinhen kam sunai detaa he, ve saamanyatya bol kar apni baat vyakt karte hai or kaan kii mashiinon, karnavarti pratyaropanon, or anya upkarnon ke saath-saath anushirshakon se laabh paa sakate hai.",hin,1
269,to tum zyaada relax mahasoos kar sakati ho.,hin,1
270,prayek rajya main suvidhaon kii gunvattta ke liye in sabhi mandandon ke liye sanketon ke sangyojan se ek gunatmak shreneekaran taiyaar kiya gaya.,hin,1
271,main use kuch acchhee comic books bhi karidakar duungi taaki use kitaaben padhane kaa shauk ho jaae.,hin,1
272,"saath hi, tumhen aisa bhi nahin lagegaa ki jor-jabardastee se tumhen padhani pad rahi he.",hin,1
273,"1920 ke dashak se vyavsaayik ejiniyaron ne teerandaji main dilchaspee lenaa shuru kar diya he, jo ki pehle is kaushal ke paaramparik visheshgyon kaa vishisht kaaryakshetra tha.",hin,1
274,litti mukhya rup se gehun se banati he or chokha bangan or tamaato se banataa he.,hin,1
275,meri dost ke board main vaaki bahut achche number aae the to ve merit ke aadhaar par kisi bhi entrens main paas ho sakati he.,hin,1
276,"filmon ke kathanak kii ruparekha main bhi yah prabhaav dekha ja saktaa he, jahaan bahudhaa hone vaale vishay parivartan pashchimi darshakon ke liye bhartiya filmon ko bahut lanbaa bana dete hai.",hin,1
277,oke. or ab aakiri vaali ke bare main?,hin,1
278,unka panjikaran divyang matadaata ke taur par kiya jaataa he.,hin,1
279,"haan, thik kahati ho!",hin,1
280,"ageworthastown main reverend richard butler, jo county mith main trim ke padri the or jahaan hamiltan ke chachaa james hamiltan upapadri the, vahaan 1824 main padri ne hamiltan kaa parichay upanyaaskaar mariya edworth se karaayaa.",hin,1
281,1920 ke olympic khelon main bharat ne pehali baar rashtriya dal bheja tha or tab se har greeshmakaleen olympic khel main isane bhaag liya he.,hin,1
282,main to khaas taur par bhashaa sumbali kii paraformens dekhati rah gai!,hin,1
283,mujhe samajhataa hoon ki aap bhartiya hai?,hin,1
284,viveki doctor banaam viveki rogi: koun kiske liye nirnay letaa he?,hin,1
285,"uchit yojana or niyantran tantron ke bina, saamaajik, saanskrithik or aarthik vikrutiyon se paryaton vikaas kaa ant ho saktaa he jo paryatakon or sthaneey logon ke bich ke sambandhon main parilakshith hoga.",hin,1
286,log in chizon ko lekar itane confident kaise hote hai?,hin,1
287,"thik he, agali baar jab ham ride par baahar jaayenge to main aapako bataa doongaa.",hin,1
288,kya mujhe bas itani hi chizein lagengi?,hin,1
289,"to, tumhen kisi lagi?",hin,1
290,"sarkaar jitna ho sake, utani madad karti he, khaastaur par gramin ilaakon main jahaan aksar logon ko unke haal par chhod diya jaataa he.",hin,1
291,"pleez iskaa bhi dhyaan rakhiyegaa kyonki jab indian visa process hokar sweekaar ho jaataa he, to vah aplication par die gaye email pate par sidhe bhej diya jaataa he.",hin,1
292,keval yah tathy kaaphi he unki kshamta or charitra kaa anumaan lagane ke liye.,hin,1
293,ham swaabhaavik rup se purush ke drushtikon kii ananyta kii kathatmak paripati ko sweekaar karte hai.,hin,1
294,"haan, main bhej saktaa hoon.",hin,1
295,yah kerala kii paak style se kuch alag lag rahaa he.,hin,1
296,"bhu-maapan main bhuakriti vigyaan, jalwaayu or us kshetra kii vanaspati, kshetreey adhyayan or prayogshaala ke aankadon ke madhyam se tathaa ek maanak aadharbhoot maanchitr par uske chitrankan dwaara vibhinn prakaar kii mrudaaon kii pahchaan, varnan tathaa rekhankan kii pushti shaamil he.",hin,1
297,"unhone saath main ramayana or mahabharat padhin; saath main maraathon ke yuddh jaise kaaryon ke varnan bhi padhe, or hindu parakram kii kahaniyon se utpann mahaan prerana se un donon ke yuva dil saath main dhadkate the.",hin,1
298,uchchhashwasit shwaas kanon kii maatra aparyaapt sanvathan vaale band sthanon main bad jaati he.,hin,1
299,"azarbaijan rajya philharmonic haul, azarbaijan rajya shaikshanik opera, or baile theatre baaku ke saanskrithik sthal hai.",hin,1
300,yahan sab kuch thik he bas mere kazin bhai ko chhodkar.,hin,1
301,"isliye, byaaj jamaa karne kii taarikh ke sandanrbh main byaaj kii aisi rashiyaan atideya nahin rah jaatin, or parinamswaroop anarjak aasti ho jaati hai.",hin,1
302,"premium niyamit rup se salanaa, chah maheene par, teen maheene par yaa har maheene diya ja saktaa he.",hin,1
303,or ham agali class main or janenge.,hin,1
304,"pleez, kya main aapkaa naam jaan sakati hoon?",hin,1
305,ham chennai main sthit ek international lakjri brands hai.,hin,1
306,tabhi tumhaara naam matadaata suchi main likhaa jayega.,hin,1
307,ve pehali mahila basketbaal khilaadi hai jo 2006 ke rashtramandal khel tathaa 2010 evam 2014 ke asian khelon main rashtriya dal main bharat kii ore se kheli hai.,hin,1
308,"ye tichha he ki hamaare mohalle main abhi bhi lite he, zyaadaatar ilaakon main lite nahin he.",hin,1
309,"1591 main jon legat ne pehali cambridge bible chhaapi thi, or 1629 main king james bible kaa cambridge pholio sanskaran thomas or jon bak dwaara chapa gaya tha.",hin,1
310,main apane dadu ko unke kuch kaagazat sanbhaalane main madad kar rahaa tha.,hin,1
311,"vartmaan main istemaal hone vaale sabhi anthrex tike kaaphi adhik sthaneey evam saamaanya abhikriyasheeltaa (tvagraktimaa, kadaapan, dard or bukhaar) darshaate hai tathaa 1% praptakartaaon main gambhir pratikul prabhaav hote hai.",hin,1
312,"rajkot pahanchane par, agali subah main chikitsa adhikari ke saamne pahunchaa.",hin,1
313,"lekin, main sirf sabase zyaada prasiddh ko hi shaamil karnaa chaahunga.",hin,1
314,"vanuatu or solomone dwipon main bhi prakritik aakarshanon kii koi kami nahin he, lekin chunki in dono deshon main paryatak kam jate hai, isliye in kshetron ke mahatv ko asaliyat se kam aanka gaya he.",hin,1
315,is charan ke dauraan prabhaavshaalee niti prastaavon ne laabhadaayak parinaam dena shuru kar diya.,hin,1
316,bi.si.ai. neuromodulation se is prakaar se bhinn he ki isamen dvidish soochna pravaah ho saktaa he.,hin,1
317,dwitiya bhaag (anuchhed 17-24) sammelan ke prativedan or nigaraanee tathaa partiyon dwaara ise lagu karne ke liye uthaae gaye kadamon ko niyantrit karata he.,hin,1
318,"haalanki, jin logon ne do se teen varshon tak dhyaan lagaaya he, unamem pehle se hi nimna raktchaap paaya gaya.",hin,1
319,taareef karne ke liye dhanyavad.,hin,1
320,"sarkaar ne saanuun saaf paani den da vida kita see, per saanuun aapne pind vich ih nahi mile riha|",pan,2
321,nagara mandir de viprit dravida mandir de aale duale ik kandh hailli,pan,2
322,"1824 vich, hamiltan nuun agevarthastown vikhe navlkar maria agevarth nuun rev. richard butler, trim de vaikar, counti mith duara pesh kita gya see, jise lai usda chaacha jemas hamiltan curate see|",pan,2
323,ki tuhaanoon ish baare koi sankalp hai ki ih hor kini der tak dalega ?,pan,2
324,saada desh saade bahadar saabaka fogia da rini hai|,pan,2
325,ih meraa dost lai hai taan jo uh course de verve lai kise naal gal kar sake|,pan,2
326,"jadon arjun ne ladan ton manaa kar ditaa , krishna da sabar khatam hoo gya I",pan,2
327,aun wale dinaas vich ish virus de hor bhianak roopas di umeed hai|,pan,2
328,mai khaas for 'te hairaan haa ki kiven usne apni pahili film vich bakhubi com kita!,pan,2
329,mai soch rahi see apni sahilia nuun ve naal li oungi I,pan,2
330,"ish karke miti di rasad-paani baare vyapak jankari ate us di sambhavaana/hadabandia/samarthanva di lod, kai udesh lai hai jiven ki almand arie develpamant , miti di sambhaal casement aria de vich, tikau khetibari, jal vibhaajak, kaya kalp karna buri zamin di adi I",pan,2
331,mai dasan di haalat vich nahi see|,pan,2
332,reidio metric naal sehi kithe hoe misharit vich ve kujh shor rinda hai I,pan,2
333,"raashi de bhugtan ton bood, uh tuhaanoon policy di saft kapi mail karnage|",pan,2
334,"madam, tusin ish di sarthakta baare ve kujh zikar kita hai; bharat ate sindh shabada baare, ki kirapa karke tusin us hise nuun duhara sakde hoo?",pan,2
335,"tuhaanoon karnataka di ik manamohak yatra 'te li jan waala sunhri rath, raj de amir sabhiachar da poorak hai ate aapne aap vich ik chamatkar hai|",pan,2
336,mera name anand yadav hai|,pan,2
337,"per tusin jande hoo, meraa lai bhugol varge vishe naal judana bohut mushakil hai|",pan,2
338,ketia haal da murhala bhaag ik ardh chammer de di chitrakaari naal bharia hoia hai jo lakdi da bania hoia hai ate kai statea vich ih parbhavshali ketia arch khidki nahi hundi hailli,pan,2
339,tainun isde pichhe 'baapu valon tohafaa' likhvauna chahida hai|,pan,2
340,"phir, drive kini lambi hai?",pan,2
341,mai ish nuun likh lavangi,pan,2
342,"vasishtha ne hun raaje val mud te kiha,""`ih tuhaanoon shobha nahi dinda, ik war vida kar ke mud manaas kar dena I",pan,2
343,"onha pinds te shahirn vich basatia jinha vich sashachhata te mal-pravaah di vivstha nahi hai, onha lai inbyolat green salushan faundaishan ne byo-toilette da avishkar kitha hai I",pan,2
344,ih sharnarathi jhund vich ae ate siraf vand de samen hi nahi ae I,pan,2
345,"thik hai, tuhaanoon sabh ton zaroori dasatavez jihda lagega oh hai passport I",pan,2
346,per mai ish hafate de ant vich jaa riha haa|,pan,2
347,"natukotai chitear jaaa nagarathar samudai jo ki tamilnadu raj de chetinad ilaake ton han, onha de khan-pin nuun ""chetinad kurzine"" naal jaanya janda hai I",pan,2
348,mai man riha haa ki tusin bharati hoo?,pan,2
349,"sikhi dharam khane vich sanjam te parhez nuun utshaahit karada hai, yani ki naa hi bhukhe rihna ate naa hi uddh khana I",pan,2
350,counter number doo waala karamchari gaahak da khaata number ate name di pushti karega|,pan,2
351,"ih chamarhi de epidrims vich rach janda hai, jithe ih garam ate take prati sanvedanshil nasaan nuun utejit karada hai, jadon jordar fung naal lagu kita janda hai taan ik nighi sanvedana paidaa karada hai jaaa haulli haulli ik tandi sanvedana paidaa hundi hai, jo ish dis visheshtas nuun ik virodhi vajon darsoundi hai|",pan,2
352,"yima pahila hai, jo hor koi nahi balki prasidh raja jamshed hai, jisade name ton har saal 21 march nuun manaun wale tiuhar navroj da naame pia|",pan,2
353,"ik asaami pakvaan, khaar ton shuruu kar sakde hoo I",pan,2
354,"tuhaanoon kiven pataa, waise?",pan,2
355,"taiwan vich, chonas ate khoj ne lagatar 80% 'te mout di sajaa lai mazaboot samrathan dikhaya hai|",pan,2
356,"haa, ih drish bohut berhim hai ate ih tath ki ih asal ghatna 'te aadharit hai, ish nuun dekhana hor ve mushakil banaunda hai, ieale kaanoon banaun dio|",pan,2
357,"hello, ki ih jaipur citi pailles hai?",pan,2
358,"ate us te saichan wale ve, bengal de pendu lok naach nuun darsha rehe san|",pan,2
359,onha de nirikhan heth cinema apna darshani pahilu khoke ik sahitik ate shabadik utpati ban gya I,pan,2
360,waah! ate bharati mayuzium?,pan,2
361,tuhada bohut bohut dhannavad|,pan,2
362,mai khaas for 'te bhaasha sumbali de pradarshan ton hairaan haa|,pan,2
363,"kaaba gandhi ne char war vyah karavaia, har war onha di patani di mout hoo gai I",pan,2
364,biotechnoshji regulatory athrity aaf india (bi.aar.e.i) bharat di ik prastavit niyantrak smiti hai jo ki biotechnoshji de pradaraths ate jinsi sodh jeev jantu (ji.aim.o) di varton lai hai I,pan,2
365,tuhada nivesh 8 pratisht 'te hi rahegaa|,pan,2
366,"haa, mai chahunda haa|",pan,2
367,mai pahilaan hi aapne bhai nuun kos ditha hai ate usne tuhadia tickets book ve karavaa ditia han|,pan,2
368,"aam tor te, vichar-vatandara lai tin din vanday jaande han I",pan,2
369,"dal de ik namzad member nuun panelti bindu ton gol bal siraf ik war geind nuun maaran di ijazat diti jandi hai, jise vich us ne siraf golkeeper nuun khadedan di lod hundi hai|",pan,2
370,"sanjami patjhad jungle biomas ped-paude de smooh han jo ki uttari ate ngkhani america, asia, himalaya dis ngkhani kolanas, europe, ate oshania vich kheti de udishs lai vanday gaye han I",pan,2
371,ih mania janda hai ki gujarat raj de vich adhikaria di pakhpati jug rit vada hai jo ki saaf pataa chalda hai counter halafanama di ik chalak ton pataa chalda hai I,pan,2
372,"haa, ik war jadon saria reziment march kar hattia, phir uh ounge|",pan,2
373,ih tath hi kaafi hai onha di shallsfat ate character da anuman lagan de lai I,pan,2
374,dhiaan rakho|,pan,2
375,mai tikaa jalad ton jalad lagava lauga I,pan,2
376,"sat shri akaal, bohut vadhia see I",pan,2
377,"yangon de haling thar yara tunship vich durgatna vich kai bamb dhamaakas ton bood, tatmadav sipahia ne 12 luki virodhi ladaakus nuun fad lya, jinhan vich 3 zakhmi ladaaku ve shaamil han|",pan,2
378,"nahi, oh uh bilkul ve masaaledaar nahi hunde I",pan,2
379,"ish islamic asthan vich kul 50 bahubhuj thamh, uchia minaars, ate adbhut katars han.",pan,2
380,"jalavayu vich tabdeeli, kuchh khetibari de khetra nuun baaki khetra naalon jiada upjao bana sakda hai I",pan,2
381,jidaan ki tusin jande hoo ki saade saade vidyarthi mazadoor parivara ton ounde han.,pan,2
382,"aamir khan, jise ne pahilaan kade ve aapne kareer vich rimek film nahi banai see, shuruu vich film karan ton jhijakada see, per tamil gazani de asali star suria duara yakin divaia gya, jisane usnoo kiha ki, uh idhela hi hai ""jo kirdaar naal inasaaf kar sakda hai""|",pan,2
383,"woolwich barakales companie de smooh vich shamal hoia, ate woolwich naame adhigarihan ton bood rakhia gya I",pan,2
384,"saare vartaman vich varte gaye anthrex vaccines kaphi sthanak ate aam riactogeniciti (erithema, indurasion, dard ate bukhaar) nuun darsoundis han, ate lagabhag 1% prapatkartawaan vich gambhir pratikool prakirias hundia han|",pan,2
385,"woshington post ne , pahile safe te asafaltaws ute lekh prakashit kitha,, ""21 ve sadi vich foj de naal jo kuchh ve galat hai, oh sabh tid haileycapater darsounde han: us di tezi naal ange vadhan di asamrathas, us da badala prati virodh, mautaan prati us da janun, us di cold yuddha ton bood da pachhan sankat"" I",pan,2
386,"musalmaana di rakhia lai sarkari sevaavaan, police ate saina see I",pan,2
387,"jive bharat de nakshe ute kashmir ik johar taj wang sajia hoya hai oda hi oh mousam anusaar aapne ranga badalda hai , jadon paharia te baraf di ik chaadar bich jandi hai , othe kolan te sking ate saledaj safari hundi hai; basant te garamia vich bageeche, chal-chal kardi jhils jo ish vaadee nuun hor ve khubasurat banaunde han I",pan,2
388,"i see di see ate dabliu oach o de european khetri dafatar ne hospitala ate primary sihat sambhaal sevaavaan lai kai padhars 'te sarotaan nuun badalan lai disha-niradesh jari kite, jise vich prayogshala sevaavaan nuun testing, chonavi prakirias nuun rad karna, marijan nuun bakh karna, ate karamcharia nuun sikhalai de ke tiber dekhbhaal samphthavaan nuun vadhauna ate ventletors ate bisatre vadhauna shaamil hai|",pan,2
389,"islam de an naal, bodhi dharam de math rivaaj nuun milan vaali shahi sarprasati katam hoo gai,ate musalmaanaas duara lami duuri de wapar vich bodhiya di tha lan naal sarprasati de sambandhit sarot khatam hoo gaye.",pan,2
390,"ih vadhia hai, tuhaanoon ish vich hisa zaroor lena chahida hai|",pan,2
391,"797 i, ( jaaa shaaid 801 i ) vich baghdad de awbasid kalif, haroon al-rashid ne sharlamen nuun paani di gadi da ""khaas udaharan da vikhyan"" den de naal ik asiai hathi named abul-abas ve pesh kitha I",pan,2
392,saachi? oh ih com karade han ? mai ish baare inna anjan kiven hoo sakda haa.,pan,2
393,"doosare mamlia vich, haileycapat siraf stleushan lai vartia janda hai ate raaket pahunchaun walia suranga hathiar de tor te varte jaande san I",pan,2
394,ih bilkul dil chahunda hai varga ahisas see|,pan,2
395,"pind de bahute locals nuun chamarhi rog hunda vekh , aseen us da istemal karna band kar ditha|",pan,2
396,"bhavikh vich sahoolat lai, tusin camps vich saria sevaavaan da labh lan lai ik ap di varton kar sakde hoo|",pan,2
397,ih noodle te adharit arunachal pradesh da pakvaan hai ate ish di sangari daala ton li ke kise prakaar de meet hundi hai I,pan,2
398,"11 march 2015 nuun, ik vishesh see bi ai jaj ne bharati dandavali di dhaara 120-bi ate bharati dand sanhita di dhaara 409 ate bhrishtachar roktham act 1988 di dhaara 13 (1) (see), 13 (1) (di) (iii) sacshan tahit daa. manmohan singh ate panch hor mulazama arthat hindalko, sebandu amitaabh, di bhattacharya, kumar mangalam birla ate pi. see. parakh viruddha apraadh da notice lya l",pan,2
399,wari-wari driving lavaange|,pan,2
400,"stunt ate rum acshan film saria nuun nahi vadhia lagia : padhe- likhi janata nuun oh lubhaau, ashlil ate karaab prabhav pan walia lagia I",pan,2
401,"minuun kahina peega, ih ik bohut vadhia pahal hai I",pan,2
402,he kirat|,hin,1
403,thik hai| duusari murti kala baare ki ?,pan,2
404,tuhada suagat hai|,pan,2
405,ki tusin meri sahita kar sakde hoo?,pan,2
406,"""us andolan ton"", 1945 di report vich kiha gya hai ki, ""kolkata nuun bhojan den lai aam vpark mashinari 'te bharosaa nahi kita jaaa sakda see|""",pan,2
407,"yatri de dasataveza vich passport,vizaa,mudra praman paper jaaa mudra di passport vich tasadiq, aamadan masool, sihat praman paper adi ounde han I",pan,2
408,"ki niji dhan sanchit karna naal dhan kuchh hi locals col ounda hai jaaa pragati,pratiyogta te takneeki wadha asmanta nuun gata sakda hai ?",pan,2
409,minuun umeed hai ki mai ik inam li sakda haa|,pan,2
410,kai mahinia de swine flu de hamalays ton bood bharati bazaar vich tamiflu (oseltamivir ) da ik aam sanskarna uplabadh karavaia gya see I,pan,2
411,ellora guphawaan nuun dunia dis sabh ton badia chattans dis guphawaan vichon ik mannia janda hai.,pan,2
412,ih aasar film de birtaant di sanrchana vich ve mahisus hunda hai jithe oh vishe taw bhatak jaande han jise karke bharati films pattmi darshaka lai kaafi lumbia hoo jandias han I,pan,2
413,"hello, mai apna pine card jari karwaun ia haa I",pan,2
414,"haa, ih thik rahegaa|",pan,2
415,shaah ne jor ditaa ki bail musalmaana de kilaaph nahi see kiunki ish naal onha nuun nagarikta milan vich koi rukavat nahi aavegi I,pan,2
416,"karamchari raj bimaa nigam medical kalaj, hyderabad, ne ra.si.i di pratiroop vikas vich madad kiti see, naal hi post grajuate institute aaf medical ajukeshan and risarch ne padarths di chikitsa de upyog lai azamaaish, pramanikta, ate swikriti kiti I",pan,2
417,bhaaven mandia tuhaanoon vikri karan vich sahita dindas han per oh tuhaanoon apna khud da ik tikau kaarobaar te brand banaun da muka nahi dinde han I,pan,2
418,bohut saare pind vasiyan nuun chamarhi di elraji ton pidat hona pia us di varton karan ton bood I,pan,2
419,"kamala, tuun com te vaapis kadon aaengi?",pan,2
420,"minuun pataa hai, thik hai?",pan,2
421,"uh apni aalochnatamak for 'te prashansayog films gharonda (1977), abhinit amol palekar ate zarina wahib ate duria (1979), abhinit sharmila tagore ate uttam kumar, lai sabh ton uddh jaanya janda hai|",pan,2
422,ih sunke kushi hoi ki uh thik hoo rehe han|,pan,2
423,kiu ki uhanaas col amir bap hunde han|,pan,2
424,"thik hai, kihade ghante sabh ton ait bhid wale han?",pan,2
425,"sati sri akaal, janaab, mai shikait kithe register sakda haa?",pan,2
426,"kramwar ik 2006 vich rashtra mandal dis kheds ate doo asiai kheds 2010, 2014 vich rashtirya team di numaindgi karan vaali bharat di uh pahili mahila basctball khidaaran hai|",pan,2
427,mai ik war onha upar ik warta likhana see I,pan,2
428,mai main camps vich itzaar karanga jo ki camps de gate de nede hai|,pan,2
429,tuhada suagat hai|,pan,2
430,ih 1949 vich dili de jampath de cone vich bania see,pan,2
431,tuhaanoon agali chiiz jo chahidi hai oh hai ik jaaize i-mail aai.di I,pan,2
432,jinhan kalajan da tusin zikar kita hai uh bohut mashhoor han|,pan,2
433,sair sapata 20 centuri da sabh to vada udayog nikal ke ia hai ate isdi 21 centuri vich hor ve ziada vadhan di ashanka hai I,pan,2
434,"1980 de dashak vich, spani waparik sanstha aspernaza ya sia ne 120 millimetre da kharal bamb di usaari kiti jise vich 21 anti-armur sabmuniticans san I",pan,2
435,ki mai tuhaade lai kujh hor kar sakda haa?,pan,2
436,jekar koi bharati chonas vich vote pauna chahunda hai taan us col bharati nagarikta honi zaroori hai.,pan,2
437,uh apahaj voters vajon registerd han.,pan,2
438,"ish lai, prasidh soshal netvarak iran vich onha duara balock kite gaye han ate irani virodh de kaaran, iran vich internet censership vadhi hai|",pan,2
439,"nehaa de suhare sochde han ki nikitha mar chuki hai, ate nikitha nuun ih ahisas hunda hai ki us dis saoesyas ton baahar nikalan da tarika nehaa di nakal karna hai|",pan,2
440,"2014 di rashtramandal kheds vich mahilanwan di freestile 55 kilogram shreni vich babitha di pahilaan vihakh kuarter final vich skatland di catherine marsh see, jise nuun os ne 92, 40 (vargikaran ank) naal hararia see I",pan,2
441,aapas sabh ton vadhia paley-list sunange jo ki mai biti raat banai see|,pan,2
442,uthe islamic arkitecchare kiho jiha hai ?,pan,2
443,"per pahilaan, saanuun ik tha rukan di lod hai|",pan,2
444,ki ih thik hovega jekar koi ish hafate vich aa ke booking karada hai?,pan,2
445,"ihnas saare mapadndas lai suchakaa nuun jodde hoe, harek raj vich sahooltaan di guntata lai ik gunatamak gread banaya gya see|",pan,2
446,"waah, ih taan kamal hai|",pan,2
447,bharaavaan da aapas vich bohut piar see I,pan,2
448,"phir ounda hai artaziaziya II, jo ki samajhadar see I",pan,2
449,onha ne aapne akharee dam tak manukhata da bhala kitha sikhia de ke ate us te amal kar ke I,pan,2
450,isde ki fide han?,pan,2
451,"inute dis parampragat kahania, riti rivaaj ate manahia onha de kathor arkatic watavarna ton bachan lai saavdhania han I",pan,2
452,ih kudrati paristateki te jor paa sakda hai I,pan,2
453,minuun umeed hai ki ih meraa pasandida com naal minuun dubaara judan 'cha meri madad karega|,pan,2
454,"per , uh nivin jamaat de haks lai lade |",pan,2
455,"mai kos mint cha tiar hoo jawangi , umeed hai ki udon tak cab pahunch jaavegi|",pan,2
456,"pandurang, ik katal jo pahilaan babli duara ik gupta sevak vajon bhejia gya see, bood vich samir di sachai baare sun ke gopal di team vich shaamil hoo gya ate gangasters naal ladda hai ate ant vich gopal nuun achaanak ik chaaku chitad vich maria ate uh jaladi hi behosh hoo gya, per madhav, laki ate lachaman nuun dhamkaun ton pahilaan nahi, tin dostaan nuun haase vich chadana |",pan,2
457,tuhaade anusaar minuun kihdaa lena chahida hai ?,pan,2
458,bharat ik bohut bhanta ate bhinnata waala desh hai I,pan,2
459,"oh bi.bi.ail.aai.ail naal march 21,1997 tak ik kararanama vich ya hai I",pan,2
460,hun chizs kiven han ate lok ish naal kiven nibh rehe han.,pan,2
461,aam tor te mai kushti jiada nahi vekhada per mai ish saal de risalmania nuun dekhan lai utawala see,pan,2
462,"ih taan hai, per sarak yatravaan 'te, adhi chhuti sarak 'te hi langh jandi hai |",pan,2
463,bohut saare vikalp han,pan,2
464,ih sabh ?,pan,2
465,jeee tuhaanoon machhi pasand hai taan assam di tenga machhi tuhaanoon pasand aavegi I,pan,2
466,"siasi mahole vich kai kark jiven ki sabhiachar, dharam, samajik hit ate partya vich mukaabale di bhavana adi faisla lan di prakria ute prabhav paande hannnai",pan,2
467,"kise ve din, ik pi.o.aai bi.se.in.ail di karodaa de mints dis kalas nuun sambhalde han, ahiji state vich ih vpark tor ton mumkin nahi hai pataa lagana ki kihadi kaal asali hai ate kihadi kaal binaas si.l.aai de hai jaaa jise naal chedchhad kiti gai hai I",pan,2
468,hahaa! uh uhanaas nuun wadhu chakde han|,pan,2
469,ihi taan samasia hai,pan,2
470,"ik metrical kahaani galp jaaa gair-kalpana hoo sakadi hai, ate ih bohut saare vishyas nuun cover kar sakadi hai|",pan,2
471,ki us utte narial bhukia hoia hai?,pan,2
472,"haa, ate janam miti baare kiven karna hai?",pan,2
473,"haa, tusin thik kiha|",pan,2
474,"haa, ate ih saari parade 'chon mera pasandida hisa hai|",pan,2
475,ish upmandal (tatvarti ilakaia lai 60 pratisht) di 45 pratisht warshik barsh ish daur vele hundi hai I,pan,2
476,ish nuun putu kahinde han ate aseen aam for 'te kale chholias naal ish nuun khaane haa|,pan,2
477,"zaroor, mai kar dinaas haa I",pan,2
478,"us di khaandaani company, chin-thai engineering ate nirman pi.si.ail, ne kai sarkari bade project jiven ki banksk da suvarnabhumi hawai ada bania I",pan,2
479,us vich kise chiiz di pradarashani hai?,pan,2
480,"atu charumatin mel adukkukul urinchapattu angu chudu manllum kulirchi unrakutia narmbhu munaralait tundukintu, awk atu viduviruppaqat deyxpatum podhu sudana unarvum menmayagat deyxpatum podhu kulirnth unarvum erbadudukintu, its mulam adan uduttal-ethirfup panpues welipadukindena.",tam,3
481,"o, romp ruchiyag irukkum polirukkilte, anag naan porg choppitamaten.",tam,3
482,"ipodhellam tirappatas indiavin panmukhthanmay onaudratukindena, itasku thayms manllum palivanguthal bonthe maiyakkarudduhs aticketi varukits sevvie sanskrit coppeakalin dakkates, indiavin samukap patiniliku isaint bharambariya visumiangalap bhadukakkum mushchigales are payanbaduddukindena.",tam,3
483,"woru credit gartu ganaku dhawnait date mudindu moondau natgalukqup pinkum dhawanai seluttamal irindhal mattume, vangigus andak credit gartu ganakky dhawanai seluttadadu endu gatan takhaval niruvanangaluku (chicici) therivicalam alltu athenus aparaata cuttaangan - adavatu, dhamat kalak cuttaangan - vidikalam.",tam,3
